Comment,Designator,Footprint,LCSC,Quantity
NUCLEO-F446RE,U9,MODULE_NUCLEO-F446RE,,1
YAAJ_BluePill_Part_Like,U4,YAAJ_WeAct_BlackPill_SWD_2,,1
NUCLEO-F303RE,U3,ST_NUCLEO-F303RE,,1
NUCLEO-H753ZI,U1,MODULE_NUCLEO-H753ZI,,1
LED_WARN,D18,LED_0603_1608Metric,,1
LED_FAIL,D17,LED_0603_1608Metric,,1
LED_OK,D16,LED_0603_1608Metric,,1
LED_PWR,D15,LED_0603_1608Metric,,1
LED_WARN,D14,LED_0603_1608Metric,,1
LED_FAIL,D13,LED_0603_1608Metric,,1
LED_OK,D12,LED_0603_1608Metric,,1
LED_PWR,D11,LED_0603_1608Metric,,1
LED_PWR,D10,LED_0603_1608Metric,,1
LED_PWR,D9,LED_0603_1608Metric,,1
LED_PWR,D8,LED_0603_1608Metric,,1
LED_PWR,D7,LED_0603_1608Metric,,1
LED_PWR,D6,LED_0603_1608Metric,,1
LED_PWR,D5,LED_0603_1608Metric,,1
LED_PWR,D4,LED_0603_1608Metric,,1
LED_WARN,D3,LED_0603_1608Metric,,1
LED_FAIL,D2,LED_0603_1608Metric,,1
LED_OK,D1,LED_0603_1608Metric,,1
10uf,C6,C_0805_2012Metric,,1
0.1uf,C5,C_0805_2012Metric,,1
0.1uf,C4,C_0805_2012Metric,,1
0.1uf,C3,C_0805_2012Metric,,1
0.1uf,C2,C_0805_2012Metric,,1
0.1uf,C1,C_0805_2012Metric,,1
4.7k,R12,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,,1
300,R17,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,,1
300,R16,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,,1
LCD_display,J4,PinHeader_1x04_P1.00mm_Horizontal,,1
300,R39,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,,1
300,R36,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,,1
10k,R20,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,,1
10k,R22,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,,1
BME280,U6,Bosch_LGA-8_2.5x2.5mm_P0.65mm_ClockwisePinNumbering,,1
FPGA I/O,J9,PinSocket_1x24_P2.54mm_Vertical,,1
INA219AxD,U10,SOIC-8_3.9x4.9mm_P1.27mm,,1
10k,TH1,Heraeus_TO-92-2,,1
INA219AxD,U13,SOIC-8_3.9x4.9mm_P1.27mm,,1
300,R41,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,,1
300,R38,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,,1
300,R30,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,,1
10k,R14,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,,1
AP2112K-3.3,U15,SOT-23-5,,1
FPGA I/O,J1,PinSocket_1x24_P2.54mm_Vertical,,1
INA219AxD,U11,SOIC-8_3.9x4.9mm_P1.27mm,,1
300,R18,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,,1
300,R40,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,,1
FPGA I/O,J8,PinSocket_1x24_P2.54mm_Vertical,,1
300,R35,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,,1
10k,R21,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,,1
300,R15,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,,1
W25Q128JVS,U14,SOIC-8_5.3x5.3mm_P1.27mm,,1
300,R32,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,,1
300,R37,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,,1
FPGA I/O,J2,PinSocket_1x24_P2.54mm_Vertical,,1
300,R31,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,,1
INA219_CONFIG,J11,PinHeader_1x02_P1.00mm_Horizontal,,1
INA219_CONFIG,J6,PinHeader_1x02_P1.00mm_Horizontal,,1
INA219_CONFIG,J10,PinHeader_1x02_P1.00mm_Horizontal,,1
300,R29,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,,1
10k,R24,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,,1
AUDIO_OUT,J12,NS-Tech_Grove_1x04_P2mm_Vertical,,1
74HC4050D,U16,SO16,,1
INA219AxD,U12,SOIC-8_3.9x4.9mm_P1.27mm,,1
24LC256-I_SN,U5,SOIC127P600X175-8N,,1
10k,R26,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,,1
10k,R23,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,,1
10k,R28,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,,1
24LC256-I_SN,U8,SOIC127P600X175-8N,,1
10k,R13,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,,1
SM420561N,U2,7SegmentLED_LTS6760_LTS6780,,1
INA219_CONFIG,J5,PinHeader_1x02_P1.00mm_Horizontal,,1
300,R27,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,,1
300,R33,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,,1
10k,R25,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,,1
INA219_CONFIG,J7,PinHeader_1x02_P1.00mm_Horizontal,,1
4.7k,R11,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,,1
300,R34,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,,1
INA219AxD,U7,SOIC-8_3.9x4.9mm_P1.27mm,,1
LCD_display,J18,PinHeader_1x04_P1.00mm_Horizontal,,1
LCD_display,J3,PinHeader_1x04_P1.00mm_Horizontal,,1
LED_PWR,D20,LED_0603_1608Metric,,1
LED_PWR,D26,LED_0603_1608Metric,,1
74LVC1G3157,U28,SC70-6,,1
W25Q128JVS,U23,SOIC-8_5.3x5.3mm_P1.27mm,,1
W25Q128JVS,U26,SOIC-8_5.3x5.3mm_P1.27mm,,1
74HC4050D,U24,SO16,,1
AP2112K-3.3,U25,SOT-23-5,,1
0.1uf,C10,C_0805_2012Metric,,1
MCP2551-I-P,U30,DIP-8_W7.62mm,,1
120,R47,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,,1
10k,R4,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,,1
INA219AxD,U20,SOIC-8_3.9x4.9mm_P1.27mm,,1
74HC4050D,U21,SO16,,1
300,R43,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,,1
NUCLEO-H753ZI,U17,MODULE_NUCLEO-H753ZI,,1
MCP2551-I-P,U31,DIP-8_W7.62mm,,1
